"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-12","0.07","0.0","0.0",,"41","34"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-13","0.67","0.0","0.0",,"39","34"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-14","0.31","0.0","0.0",,"41","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-15","0.82","0.0","0.0",,"41","37"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-16","0.03","0.0","0.0",,"53","33"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-17","0.00","0.0","0.0",,"49","29"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-18","0.60","0.0","0.0",,"44","33"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-19","0.45","0.0","0.0",,"53","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-20","0.00","0.0","0.0",,"52","26"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-21","0.00","0.0","0.0",,"49","30"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-22","0.43","0.0","0.0",,"52","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-23","0.00","0.0","0.0",,"67","29"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-24","0.00","0.0","0.0",,"73","32"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-25","0.00","0.0","0.0",,"73","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-26","0.52","0.0","0.0",,"57","42"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-27","0.03","0.0","0.0",,"58","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-02-28","0.00","0.0","0.0",,"76","47"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-01","0.19","0.0","0.0",,"68","48"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-02","0.00","0.0","0.0",,"49","41"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-03","0.00","0.0","0.0",,"65","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-04","0.00","0.0","0.0",,"70","34"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-05","0.00","0.0","0.0",,"57","34"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-06","0.00","0.0","0.0",,"57","38"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-07","0.00","0.0","0.0",,"56","31"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-08","0.00","0.0","0.0",,"65","23"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-09","0.00","0.0","0.0",,"72","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-10","0.00","0.0","0.0",,"73","41"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-11","0.00","0.0","0.0",,"73","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-12","0.00","0.0","0.0",,"80","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-13","0.00","0.0","0.0",,"67","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-14","0.00","0.0","0.0",,"74","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-15","0.00","0.0","0.0",,"62","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-16","1.33","0.0","0.0",,"47","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-17","0.03","0.0","0.0",,"59","44"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-18","0.25","0.0","0.0",,"75","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-19","0.08","0.0","0.0",,"57","42"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-20","0.00","0.0","0.0",,"57","31"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-21","0.00","0.0","0.0",,"66","45"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-22","0.00","0.0","0.0",,"70","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-23","0.00","0.0","0.0",,"69","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-24","0.00","0.0","0.0",,"72","58"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-25","1.51","0.0","0.0",,"75","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-26","0.15","0.0","0.0",,"80","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-27","0.00","0.0","0.0",,"81","56"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-28","0.40","0.0","0.0",,"73","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-29","0.00","0.0","0.0",,"66","39"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-30","0.00","0.0","0.0",,"74","43"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-03-31","0.48","0.0","0.0",,"68","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-01","0.00","0.0","0.0",,"57","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-02","0.00","0.0","0.0",,"54","32"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-03","0.00","0.0","0.0",,"60","26"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-04","0.00","0.0","0.0",,"76","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-05","0.00","0.0","0.0",,"79","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-06","0.00","0.0","0.0",,"83","44"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-07","0.00","0.0","0.0",,"86","47"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-08","0.00","0.0","0.0",,"79","56"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-09","0.01","0.0","0.0",,"83","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-10","0.40","0.0","0.0",,"73","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-11","0.00","0.0","0.0",,"76","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-12","0.00","0.0","0.0",,"83","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-13","0.00","0.0","0.0",,"79","54"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-14","0.00","0.0","0.0",,"83","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-15","0.00","0.0","0.0",,"72","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-16","0.00","0.0","0.0",,"69","37"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-17","0.00","0.0","0.0",,"71","49"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-18","0.00","0.0","0.0",,"74","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-19","0.00","0.0","0.0",,"72","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-20","0.00","0.0","0.0",,"76","42"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-21","0.00","0.0","0.0",,"73","38"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-22","0.00","0.0","0.0",,"62","32"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-23","0.00","0.0","0.0",,"64","31"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-24","1.11","0.0","0.0",,"64","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-25","0.01","0.0","0.0",,"74","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-26","0.00","0.0","0.0",,"78","43"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-27","0.00","0.0","0.0",,"82","52"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-28","0.00","0.0","0.0",,"84","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-29","0.00","0.0","0.0",,"85","65"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-04-30","0.00","0.0","0.0",,"80","61"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-01","0.00","0.0","0.0",,"76","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-02","0.00","0.0","0.0",,"80","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-03","0.46","0.0","0.0",,"76","65"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-04","0.37","0.0","0.0",,"83","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-05","0.00","0.0","0.0",,"84","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-06","0.00","0.0","0.0",,"72","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-07","0.10","0.0","0.0",,"68","45"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-08","0.00","0.0","0.0",,"76","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-09","0.07","0.0","0.0",,"82","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-10","0.35","0.0","0.0",,"81","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-11","0.00","0.0","0.0",,"73","58"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-12","0.29","0.0","0.0",,"66","41"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-13","0.00","0.0","0.0",,"71","39"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-14","0.00","0.0","0.0",,"74","41"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-15","0.00","0.0","0.0",,"77","43"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-16","0.00","0.0","0.0",,"80","56"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-17","0.00","0.0","0.0",,"80","58"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-18","0.00","0.0","0.0",,"75","61"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-19","0.00","0.0","0.0",,"83","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-20","0.00","0.0","0.0",,"84","56"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-21","0.00","0.0","0.0",,"84","56"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-22","0.00","0.0","0.0",,"86","52"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-23","0.00","0.0","0.0",,"91","60"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-24","0.00","0.0","0.0",,"93","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-25","0.00","0.0","0.0",,"89","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-26","0.02","0.0","0.0",,"93","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-27","0.00","0.0","0.0",,"92","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-28","0.14","0.0","0.0",,"91","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-29","0.01","0.0","0.0",,"86","61"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-30","0.00","0.0","0.0",,"74","54"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-05-31","0.00","0.0","0.0",,"78","52"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-01","0.00","0.0","0.0",,"83","52"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-02","0.00","0.0","0.0",,"81","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-03","0.03","0.0","0.0",,"86","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-04","0.28","0.0","0.0",,"86","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-05","0.07","0.0","0.0",,"90","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-06","0.38","0.0","0.0",,"90","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-07","1.70","0.0","0.0",,"89","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-08","0.00","0.0","0.0",,"87","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-09","0.00","0.0","0.0",,"89","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-10","0.00","0.0","0.0",,"88","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-11","0.00","0.0","0.0",,"90","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-12","0.64","0.0","0.0",,"87","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-13","0.00","0.0","0.0",,"84","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-14","0.00","0.0","0.0",,"91","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-15","0.00","0.0","0.0",,"88","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-16","0.00","0.0","0.0",,"86","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-17","0.00","0.0","0.0",,"84","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-18","0.00","0.0","0.0",,"90","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-19","0.00","0.0","0.0",,"93","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-20","0.58","0.0","0.0",,"82","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-21","0.00","0.0","0.0",,"91","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-22","0.06","0.0","0.0",,"83","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-23","0.00","0.0","0.0",,"82","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-24","0.00","0.0","0.0",,"81","65"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-25","0.00","0.0","0.0",,"83","56"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-26","0.00","0.0","0.0",,"88","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-27","0.00","0.0","0.0",,"89","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-28","0.00","0.0","0.0",,"90","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-29","0.00","0.0","0.0",,"89","75"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-06-30","0.00","0.0","0.0",,"92","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-01","0.00","0.0","0.0",,"92","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-02","0.28","0.0","0.0",,"83","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-03","0.00","0.0","0.0",,"84","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-04","0.00","0.0","0.0",,"87","58"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-05","0.00","0.0","0.0",,"93","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-06","0.00","0.0","0.0",,"92","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-07","0.01","0.0","0.0",,"93","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-08","0.33","0.0","0.0",,"88","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-09","0.31","0.0","0.0",,"92","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-10","0.00","0.0","0.0",,"89","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-11","0.02","0.0","0.0",,"92","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-12","0.34","0.0","0.0",,"92","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-13","0.00","0.0","0.0",,"88","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-14","0.40","0.0","0.0",,"91","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-15","0.00","0.0","0.0",,"94","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-16","0.00","0.0","0.0",,"93","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-17","0.00","0.0","0.0",,"94","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-18","0.35","0.0","0.0",,"90","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-19","0.35","0.0","0.0",,"80","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-20","0.00","0.0","0.0",,"83","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-21","0.00","0.0","0.0",,"91","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-22","0.00","0.0","0.0",,"90","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-23","0.00","0.0","0.0",,"90","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-24","0.00","0.0","0.0",,"89","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-25","0.03","0.0","0.0",,"90","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-26","2.35","0.0","0.0",,"94","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-27","0.15","0.0","0.0",,"93","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-28","0.00","0.0","0.0",,"95","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-29","0.00","0.0","0.0",,"94","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-30","0.00","0.0","0.0",,"93","75"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-07-31","0.00","0.0","0.0",,"92","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-01","0.01","0.0","0.0",,"93","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-02","0.00","0.0","0.0",,"87","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-03","0.15","0.0","0.0",,"81","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-04","0.00","0.0","0.0",,"80","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-05","0.00","0.0","0.0",,"87","65"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-06","0.02","0.0","0.0",,"86","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-07","0.07","0.0","0.0",,"88","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-08","0.00","0.0","0.0",,"92","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-09","0.00","0.0","0.0",,"93","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-10","0.00","0.0","0.0",,"94","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-11","0.05","0.0","0.0",,"95","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-12","0.00","0.0","0.0",,"95","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-13","1.21","0.0","0.0",,"96","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-14","0.18","0.0","0.0",,"96","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-15","0.12","0.0","0.0",,"89","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-16","0.11","0.0","0.0",,"87","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-17","0.48","0.0","0.0",,"86","74"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-18","0.00","0.0","0.0",,"89","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-19","0.10","0.0","0.0",,"94","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-20","0.00","0.0","0.0",,"91","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-21","0.00","0.0","0.0",,"92","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-22","0.21","0.0","0.0",,"90","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-23","0.00","0.0","0.0",,"92","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-24","0.00","0.0","0.0",,"95","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-25","0.00","0.0","0.0",,"94","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-26","0.00","0.0","0.0",,"92","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-27","0.00","0.0","0.0",,"92","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-28","0.00","0.0","0.0",,"94","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-29","0.00","0.0","0.0",,"93","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-30","0.00","0.0","0.0",,"93","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-08-31","0.31","0.0","0.0",,"91","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-01","1.77","0.0","0.0",,"86","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-02","0.00","0.0","0.0",,"83","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-03","0.00","0.0","0.0",,"83","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-04","0.00","0.0","0.0",,"84","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-05","0.00","0.0","0.0",,"87","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-06","0.01","0.0","0.0",,"86","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-07","0.00","0.0","0.0",,"88","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-08","0.08","0.0","0.0",,"89","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-09","0.00","0.0","0.0",,"82","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-10","0.00","0.0","0.0",,"82","56"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-11","0.00","0.0","0.0",,"84","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-12","0.00","0.0","0.0",,"88","60"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-13","0.00","0.0","0.0",,"89","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-14","0.00","0.0","0.0",,"89","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-15","0.02","0.0","0.0",,"87","65"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2021-09-16","0.12","0.0","0.0",,"81","70"
